system,question,type,latency,faithfulness,relevance,reasoning,Quality_Score
Voyage + Llama 3.3 70B,What was the Net Income of Wells Fargo in 2022 according to the '2022-annual-report_wellsfargo.pdf'?,fact_retrieval,1.4975605010986328,10.0,10.0,"The answer accurately extracts the net income for 2022 ($4,213 million) from the provided text. It also acknowledges the absence of the information in the initial snippet and correctly identifies the source document where the information was found. The answer is relevant and directly addresses the user's question.",10.0
Voyage + Llama 3.3 70B,Who are the members of the Board of Directors listed in the 'BAC 2025 Proxy Statement'?,fact_retrieval,1.9033968448638916,10.0,10.0,The answer accurately identifies the members of the Board of Directors as listed in the provided 2025 Proxy Statement excerpt. It correctly extracts the names and affiliations of each director from the text. The answer is directly relevant to the question asked.,10.0
Voyage + Llama 3.3 70B,What is the CET1 ratio reported in the '2024 ING Groep NV annual report'?,fact_retrieval,1.1900792121887207,9.0,9.0,The answer correctly states that the exact CET1 ratio is not found in the provided text. It also accurately references the definition and mentions the target. The faithfulness and relevance are high because it directly addresses the question based on the provided context.,9.0
Voyage + Llama 3.3 70B,"According to the 'Barclays-PLC-Pillar-3-Report-2023', what was the group's average Liquidity Coverage Ratio (LCR)?",fact_retrieval,1.5890212059020996,10.0,10.0,The answer is completely faithful to the document. The answer is relevant and answers the question.,10.0
Voyage + Llama 3.3 70B,What were the Total Net Revenues for Goldman Sachs in 2023 according to the '2023-annual-report_gs.pdf'?,fact_retrieval,1.2292461395263672,10.0,10.0,The answer is directly stated in the provided text and accurately reflects the information in the document. The answer is relevant to the question asked.,10.0
Voyage + Llama 3.3 70B,Report the Executive Compensation table for the CEO from the 'proxy-statement2025.pdf'.,tabular_extraction,1.649472951889038,8.5,9.0,"The response accurately extracts and presents the compensation data for the listed executives from the provided context. It acknowledges the absence of a clearly identified CEO within the provided data, which impacts the ability to directly answer the question about the CEO's compensation table. The response is relevant as it provides the available compensation information and explains the limitation.",8.75
Voyage + Llama 3.3 70B,"Extract the Net Interest Income values for 2022, 2023, and 2024 from the '250227-financial-statements-2024.pdf' and present them in a list.",tabular_extraction,2.2544989585876465,9.0,10.0,"The answer is relevant and extracted the values from the document. There are two different values for the same year, so the answer is not 100% faithful.",9.5
Voyage + Llama 3.3 70B,What is the geographic breakdown of ING's revenues for 2023 as shown in the '2023-ING-Groep-NV-annual-report.pdf'?,tabular_extraction,1.550415277481079,8.5,9.0,The answer extracts the geographic breakdown of revenues from the provided text snippets of the annual report. It correctly identifies the relevant tables and presents the data in a clear and organized manner. It acknowledges the limitations of the provided data and suggests consulting the full report for a more comprehensive breakdown.,8.75
Voyage + Llama 3.3 70B,List the principal subsidiaries of Barclays as reported in the 'Barclays-Bank-UK-PLC-AR-2022.pdf'.,tabular_extraction,7.5025475025177,8.5,9.0,The answer correctly identifies the principal subsidiaries of Barclays as listed in the provided document snippets. It also acknowledges the limitations of the provided context and attempts to provide a comprehensive answer based on the available information. The answer also correctly identifies the wholly owned subsidiaries of the Barclays Bank UK Group.,8.75
Voyage + Llama 3.3 70B,"From the 'financial-highlights-2024.pdf', what are the 5 Key Performance Indicators and their values?",tabular_extraction,7.308072805404663,10.0,10.0,The answer extracts the 5 KPIs and their values from the provided text. The answer is relevant and faithful to the source.,10.0
Voyage + Llama 3.3 70B,"Compare Bank of America's Net Income in 2022, 2023, and 2024 using the respective Annual Reports.",time_series_comparison,6.7875871658325195,10.0,10.0,"The answer accurately extracts and compares the net income figures for Bank of America from 2022, 2023, and 2024 as provided in the document. It presents the information clearly in a table and provides a concise summary of the trends.",10.0
Voyage + Llama 3.3 70B,How has Barclays' CET1 Ratio changed between the 2022 and 2023 Pillar 3 Reports?,time_series_comparison,12.401156425476074,10.0,10.0,"The answer accurately reflects the information provided in the document regarding the change in Barclays' CET1 ratio between 2022 and 2023. It correctly identifies the values for both years and the direction of the change. The answer also includes the reason for the change, as stated in the document.",10.0
Voyage + Llama 3.3 70B,Analyze the evolution of ING's Operating Expenses from 2022 to 2024 using the provided annual reports.,time_series_comparison,12.219272375106812,9.0,10.0,"The answer accurately analyzes the evolution of ING's operating expenses from 2022 to 2024, using the provided annual report data. It correctly identifies the increasing trend in operating expenses and attributes the increase to factors such as inflation, investments in digitalization, and specific one-off expenses. The answer also provides the relevant figures and percentages to support its analysis. The answer is well-organized and easy to understand.",9.5
Voyage + Llama 3.3 70B,Was there an increase or decrease in Risk Weighted Assets for HSBC between the 2022 report and the 2023 report?,time_series_comparison,14.621865034103394,9.5,10.0,"The response accurately identifies the increase in Risk Weighted Assets (RWAs) for HSBC between 2022 and 2023, providing the correct figures from the provided context. It also correctly attributes the increase to asset size and foreign exchange differences, while acknowledging the offsetting decrease due to methodology and policy changes. The summary table is a helpful addition. The answer is directly relevant to the question and provides a comprehensive and faithful response based on the provided document.",9.75
Voyage + Llama 3.3 70B,How has the Wells Fargo CEO's compensation varied when comparing the 2022 report with the most recent data available?,time_series_comparison,9.611080884933472,9.0,9.0,"The response accurately identifies the CEO's compensation for 2024 from the provided text and acknowledges the absence of 2022 data, making a direct comparison impossible. It correctly states the two different values reported for 2024 compensation. The response is relevant and faithful to the provided information.",9.0
Voyage + Llama 3.3 70B,Compare the 2023 Liquidity Coverage Ratio (LCR) between Barclays (from Pillar 3) and ING (from Pillar 3). Who has a better liquidity position?,cross_entity_comparison,3.5594682693481445,10.0,10.0,The answer correctly identifies that the provided context lacks the necessary information (Barclays' LCR) to make a comparison. It accurately states ING's LCR based on the provided documents and explains why a comparison is impossible without the missing data. The answer is faithful to the context and directly addresses the question's limitations.,10.0
Voyage + Llama 3.3 70B,Who reported higher revenues in 2022: Wells Fargo or Bank of America?,cross_entity_comparison,6.468708515167236,10.0,10.0,The answer correctly identifies the revenues for both Wells Fargo and Bank of America from the provided text and accurately determines which company reported higher revenues in 2022.,10.0
Voyage + Llama 3.3 70B,What are the main differences in the approach to Climate Risk between ING's 2024 ESG report and Bank of America's reports?,cross_entity_comparison,4.733851194381714,9.0,7.0,"The answer correctly states that the provided documents do not contain information about Bank of America's reports, and therefore a direct comparison is impossible. It then accurately summarizes ING's approach to climate risk based on the provided context. The relevance is slightly reduced because the question specifically asks for a comparison, which cannot be provided due to the lack of information about Bank of America.",8.0
Voyage + Llama 3.3 70B,Compare the capital structure (Tier 1 Capital) between Goldman Sachs and HSBC based on the 2023 reports.,cross_entity_comparison,8.486322164535522,10.0,10.0,"The response accurately extracts and compares the Tier 1 capital of Goldman Sachs and HSBC from the provided documents. It correctly identifies the relevant figures for 2023 and presents a clear comparison, noting the significant difference in scale and providing a reasonable explanation for the disparity.",10.0
Voyage + Llama 3.3 70B,Which bank has a higher percentage of women on the Board of Directors according to the 2025 Proxy Statements?,cross_entity_comparison,3.908919095993042,9.0,10.0,The answer correctly identifies the percentages of women on the board for two different banks based on the provided context. It accurately states that one bank has 43% women and the other has 57%. It also correctly infers the names of the banks (Bank of America and HSBC) based on the file names associated with the percentages. The final conclusion that HSBC has a higher percentage is also correct.,9.5
